	Female_FB_FB_M1	Female_FB_FB_M2	Female_FB_FB_M3	Female_FB_FB_M4	Female_FB_FB_M5	Female_FB_FB_M6	Female_FB_FB_M7	Female_HFC_HFC_M1	Female_HFC_HFC_M2	Female_HFC_HFC_M3	Female_HFC_HFC_M4	Female_KC_Channel_KC_Channel_M1	Female_KC_Channel_KC_Channel_M2	Female_KC_KC_M1	Female_KC_KC_M2	Female_KC_KC_M3	Female_KC_KC_M4	Female_KC_KC_M5	Female_KC_KC_M6	Female_LC_LC_M1	Female_LC_LC_M2	Female_LC_LC_M3	Female_LC_LC_M4	Female_MEL_MEL_M1	Female_Mac-DC_Mac-DC_M1	Female_Mac-DC_Mac-DC_M2	Female_Mast_Mast_M1	Female_Mast_Mast_M2	Female_Mast_Mast_M3	Female_Mast_Mast_M4	Female_Mast_Mast_M5	Female_Mast_Mast_M6	Female_Pc-vSMC_Pc-vSMC_M1	Female_Pc-vSMC_Pc-vSMC_M2	Female_SGC_SGC_M1	Female_SGC_SGC_M2	Female_Schwann_Schwann_M1	Male_FB_FB_M1	Male_FB_FB_M2	Male_FB_FB_M3	Male_FB_FB_M4	Male_FB_FB_M5	Male_FB_FB_M6	Male_FB_FB_M7	Male_FB_FB_M8	Male_KC_KC_M1	Male_KC_KC_M2	Male_KC_KC_M3	Male_KC_KC_M4	Male_KC_KC_M5	Male_MEL_MEL_M1	Male_MEL_MEL_M2	Male_Mac-DC_Mac-DC_M1	Male_Pc-vSMC_Pc-vSMC_M1	Male_Schwann_Schwann_M1	Male_Schwann_Schwann_M2	Male_Schwann_Schwann_M3	Male_Schwann_Schwann_M4	Male_Schwann_Schwann_M5	FB	HFC	KC	KC_Channel	LC	LEC	Lymphocyte	Mac-DC	Mast	MEC	MEL	Pc-vSMC	Schwann	Sebocyte	SGC	VEC	arteriole.ECs	Basal.Ker.ADGRL3	Basal.Ker.COL17A1	capillary.ECs	cDC1	cDC2	Channel-ATPase_1	Channel-ATPase_2	Channel-ATPase_3	Channel-gap_1	Channel-gap_2	Clear.cell.CA2	Clear.cell.WFDC2	cytotoxic T cells	Dark.cell.MUCL1	EMT.ECs	Granular.Ker	helper T cells	HF-MFCs	HF-MSCs	HF-PCs	Hillock-Club.Epi	ILC3	IRS	KC.Mel	LC1	LC2	LEC1	LEC2	M1	M2	Mel_1	Mel_2	Memory B cells	Merkel	Mesenchymal.Fb	Mesenchymal.Fb.COCH	Mesenchymal.Fb.FGFBP2	Mesenchymal.Fb.INHBA	MigDC	MigLC	Monocytes	NKT cells	ORS	Papillary.Fb	Pc1	Pc2	Pc3	Plasma cells	post-capillary-venule.ECs	Pro-inflammatory.Fb	Progenitor.Mel	Proliferating.Ker	Regulatory T cells	SCs_1	SCs_2	Spinous.Ker	Spinous.Ker.ADGRL3	Sweat_gland_duct_cell	Transitional.Ker	venule.ECs	vSMC1	vSMC2
Female_HFC_HFC_M4	0.451100	-0.009852	0.254905	-0.288739	0.384434	0.036757	0.270233	0.490927	0.596807	0.716507	1.000000	0.209382	0.143178	0.189628	-0.064985	-0.278408	0.319900	-0.142125	0.206516	0.065962	0.428785	0.417416	0.390363	0.349776	0.010048	0.063701	0.096843	0.215652	0.026717	-0.083554	-0.056635	0.162951	-0.265093	0.226002	0.541033	0.261409	0.099619	-0.423040	-0.286067	0.216925	0.373803	0.254635	0.206863	0.570087	0.299164	0.051583	-0.309927	0.270354	-0.006959	0.394950	-0.081270	0.454217	-0.265967	-0.348923	-0.041645	0.212168	-0.174346	-0.267987	0.130506	-0.203741	0.279786	0.043908	-0.118574	0.156968	-0.364797	-0.077970	-0.455616	-0.397434	-0.191731	0.189256	-0.350678	-0.193803	0.182047	-0.249962	-0.044251	0.033345	0.175856	-0.068832	0.049212	-0.144203	-0.212942	-0.193029	0.008639	-0.210952	0.024980	-0.248282	-0.164707	-0.033295	-0.313762	-0.163981	-0.037418	0.087377	0.025038	0.120920	-0.171319	0.078491	-0.168522	-0.040081	0.142592	-0.024819	-0.138621	0.241593	-0.199333	-0.426546	-0.092733	-0.520948	0.206139	0.174958	-0.036311	0.170820	-0.468587	0.320128	-0.191914	0.263189	-0.032429	0.186189	-0.338895	-0.135837	0.234345	0.036624	-0.163932	-0.244026	-0.120324	-0.142866	-0.078856	-0.158618	0.175625	-0.033031	-0.028161	-0.197169	-0.127402	-0.154788	0.153351	-0.260668	0.026611	-0.144713	-0.353121	-0.384166
Female_KC_Channel_KC_Channel_M1	0.696851	-0.369811	0.476579	-0.690486	0.450912	-0.148187	0.715962	0.496855	0.135490	0.246584	0.209382	1.000000	-0.359932	0.666983	-0.479025	-0.624300	0.800495	-0.520975	0.024459	0.019214	0.501057	0.553370	0.440286	0.467143	0.030812	0.028037	-0.232310	0.384246	-0.223548	-0.219415	-0.301246	0.410416	-0.592812	0.559863	0.471071	-0.234668	-0.031508	-0.314553	0.050258	-0.054610	0.182799	-0.282029	-0.036447	0.466451	0.192952	0.529554	0.220719	-0.064363	0.475452	0.097187	0.226642	0.073597	-0.258302	-0.406321	-0.314675	-0.062826	0.095385	0.317251	0.062270	-0.318520	0.480534	0.633540	-0.449441	0.667529	-0.095645	0.308609	-0.227628	-0.383912	-0.279174	0.593018	-0.390720	-0.101455	0.003684	-0.365835	-0.317047	-0.193177	0.618783	0.028475	-0.141839	-0.019995	-0.093075	-0.378461	-0.298153	-0.364024	-0.292457	-0.390155	-0.264421	-0.301686	-0.027759	-0.357942	-0.095937	0.360658	0.369600	0.509124	0.415516	0.443022	0.071971	-0.116673	-0.073341	0.379152	0.522205	0.609838	-0.070442	-0.105839	0.308851	-0.342822	0.448447	0.522602	0.396521	-0.018738	-0.299836	0.391560	-0.429639	0.356629	0.116424	0.606263	-0.115554	0.082413	0.397251	-0.123809	-0.081692	-0.204216	-0.086750	0.173020	-0.249156	-0.307759	0.296404	0.582790	0.338467	-0.118502	-0.160073	0.431864	0.642272	-0.260810	0.245377	-0.406099	-0.528668	-0.389436
Female_KC_Channel_KC_Channel_M2	-0.557938	0.265860	-0.452686	0.545308	-0.561347	0.341240	-0.714901	-0.097160	0.263651	-0.021223	0.143178	-0.359932	1.000000	-0.642599	0.560799	0.738866	-0.617648	0.745787	-0.093582	0.177807	-0.264828	-0.198221	-0.227553	-0.551568	-0.207869	0.073476	-0.061766	-0.339870	-0.036248	-0.009585	0.128862	-0.065234	0.621448	-0.571752	-0.201899	0.650367	-0.053586	0.030433	0.170878	0.110765	0.000218	0.132398	-0.278082	-0.377000	-0.243352	-0.279831	-0.127165	0.185350	-0.545265	0.158040	0.118456	-0.114390	0.188058	0.268049	0.057417	0.072182	-0.076948	0.125939	0.136775	-0.090213	-0.405918	0.059178	0.250437	-0.422491	-0.052295	-0.488511	-0.252246	-0.275601	0.047437	-0.358105	-0.072389	0.192026	-0.075602	0.263441	0.271690	0.013797	-0.566942	0.459794	0.015524	-0.401136	-0.055697	0.220759	-0.031274	0.501417	0.464969	0.531327	0.263515	0.179167	-0.208952	0.254690	0.019011	0.010821	-0.503431	-0.347607	-0.391107	-0.495493	0.019753	-0.110805	0.183397	0.073192	-0.370850	-0.499206	-0.070637	-0.009244	-0.434588	-0.216349	-0.398945	-0.325558	-0.003914	0.248995	-0.328180	-0.145584	0.278873	-0.425892	-0.276600	-0.389744	0.017752	-0.087562	-0.587777	0.165141	-0.107286	-0.279136	-0.125458	-0.116519	0.210134	-0.032584	-0.355504	0.002152	-0.395776	0.164427	0.171803	0.080368	-0.643454	0.246919	-0.031241	0.568505	0.093696	0.116140
Female_KC_KC_M1	0.838364	-0.458696	0.764822	-0.723998	0.809452	-0.440474	0.874653	0.560435	0.112969	0.426102	0.189628	0.666983	-0.642599	1.000000	-0.690264	-0.674562	0.789144	-0.868140	-0.113026	0.161075	0.342063	0.379132	0.356831	0.764959	0.098258	0.096661	-0.114546	0.336714	0.016312	-0.076590	-0.102586	0.191206	-0.661190	0.650386	0.585250	-0.510209	0.006376	-0.237569	-0.110806	-0.142033	0.095405	-0.069380	0.151586	0.486768	0.165270	0.254230	0.128283	-0.028869	0.879480	-0.036309	-0.070476	0.179102	-0.239077	-0.347248	-0.149457	-0.045477	0.089496	0.210219	0.194070	-0.031984	0.788630	0.082316	-0.388420	0.617059	-0.088096	0.629319	0.040071	-0.104229	0.047816	0.520242	-0.139076	-0.082190	0.183368	-0.286251	-0.282514	-0.000307	0.873883	-0.352249	-0.054434	0.318841	0.064569	-0.285527	-0.244691	-0.311689	-0.375145	-0.475152	-0.195725	-0.231644	0.110971	-0.293301	-0.018287	-0.058716	0.698017	0.672472	0.554796	0.702696	0.005712	-0.075330	0.001165	-0.052480	0.468837	0.702720	-0.017451	-0.176382	0.369217	-0.129129	0.658835	0.443067	-0.043710	-0.152147	-0.059599	0.594767	-0.309966	0.718139	0.404391	0.520174	-0.061608	0.084741	0.663413	-0.125484	-0.059374	0.047156	0.109958	0.182095	-0.294653	-0.083995	0.325495	0.099976	0.687634	-0.083304	-0.116196	-0.163076	0.784604	-0.237832	-0.060043	-0.405270	-0.279600	-0.152963
Female_KC_KC_M2	-0.461308	0.576192	-0.634032	0.398907	-0.528119	0.716816	-0.571184	-0.238533	0.257766	-0.144445	-0.064985	-0.479025	0.560799	-0.690264	1.000000	0.468934	-0.603393	0.801962	0.433439	-0.246985	-0.036946	-0.155877	-0.042335	-0.445760	-0.158034	-0.070714	0.182611	-0.153547	0.092865	0.099715	0.027731	-0.070999	0.327702	-0.223139	-0.562143	0.634625	0.257187	-0.194474	-0.172437	0.471676	0.403074	0.314670	0.204755	0.013543	0.323644	-0.471786	-0.394774	0.551325	-0.628845	0.430589	-0.259716	0.246004	-0.040490	-0.060857	0.186487	0.323228	0.088742	-0.096455	-0.015149	0.093329	-0.633324	-0.109822	0.146281	-0.434616	-0.232305	-0.457787	0.008990	0.063181	0.010647	-0.575805	0.180039	0.168018	-0.051145	0.160596	0.015352	-0.151068	-0.677661	0.477224	-0.017038	-0.138877	0.214131	0.157388	0.036194	0.082505	0.104824	0.308777	0.078768	0.088818	-0.116373	0.198130	0.172026	-0.116137	-0.496033	-0.609125	-0.540941	-0.566885	0.030313	0.170155	0.024403	-0.123778	-0.279536	-0.637651	-0.243055	-0.128521	-0.544434	-0.000760	-0.639261	-0.467634	-0.186389	0.090507	-0.059109	-0.334887	0.183972	-0.501074	-0.244893	-0.365443	-0.138678	-0.137340	-0.605962	0.341034	0.328615	0.106816	0.038966	-0.221341	-0.037721	0.072560	-0.388658	-0.345861	-0.484046	0.149454	0.152259	0.023117	-0.690196	0.121403	0.066661	0.190980	0.135323	-0.019690
Female_KC_KC_M3	-0.699777	0.204518	-0.392712	0.743116	-0.476059	-0.011272	-0.826681	-0.450069	-0.224611	-0.321532	-0.278408	-0.624300	0.738866	-0.674562	0.468934	1.000000	-0.899756	0.613607	-0.408346	0.253618	-0.712393	-0.666342	-0.621971	-0.538212	-0.170064	0.201161	-0.076565	-0.514093	-0.024810	0.053242	0.187709	-0.317598	0.775168	-0.785944	-0.355094	0.275486	-0.131206	0.148687	0.014881	0.048921	-0.209916	0.251667	-0.244932	-0.464489	-0.447098	-0.392563	-0.143586	0.095640	-0.475574	-0.070150	-0.078264	-0.095100	0.238468	0.394129	0.068387	0.062993	-0.189564	0.067372	-0.026039	0.076567	-0.463894	-0.175717	0.558734	-0.473277	-0.034757	-0.445751	-0.114071	-0.034691	0.259778	-0.387013	0.084411	0.197843	-0.049484	0.527996	0.300830	0.049970	-0.452754	0.309855	-0.053940	-0.290348	-0.134183	0.478694	0.226647	0.661884	0.630117	0.663282	0.525823	0.382097	-0.144231	0.499581	0.123751	-0.170413	-0.465687	-0.403831	-0.411596	-0.457902	-0.002165	-0.068878	0.286225	-0.055060	-0.384496	-0.372536	-0.017053	-0.051716	-0.167995	0.015707	-0.313678	-0.384454	-0.019338	0.156974	-0.091612	-0.351567	0.557382	-0.435026	-0.245710	-0.423537	-0.085037	-0.045257	-0.455916	-0.018573	-0.181603	-0.189701	-0.144974	0.041482	0.214645	0.191192	-0.181355	-0.073577	-0.438459	0.201758	0.140813	-0.170188	-0.462770	0.455209	-0.140035	0.688039	0.385958	0.222691
Female_KC_KC_M4	0.746288	-0.360333	0.554488	-0.700307	0.582997	-0.153050	0.845115	0.534841	0.247615	0.361830	0.319900	0.800495	-0.617648	0.789144	-0.603393	-0.899756	1.000000	-0.679316	0.237943	-0.072367	0.681542	0.695719	0.615067	0.609082	0.129134	-0.077108	-0.012037	0.456745	-0.036472	-0.102408	-0.248357	0.423637	-0.679387	0.696470	0.485900	-0.279181	-0.019616	-0.082641	0.106558	-0.173182	0.083677	-0.294191	0.104282	0.394695	0.257875	0.571865	0.283962	-0.164737	0.590376	-0.004221	0.217178	0.001900	-0.201831	-0.290797	-0.184451	-0.149498	0.155712	0.074167	0.055078	-0.222332	0.610669	0.345687	-0.534526	0.548184	0.025023	0.453891	-0.046711	-0.230473	-0.215087	0.506426	-0.221482	-0.174663	0.094500	-0.465856	-0.322644	-0.131961	0.570242	-0.216755	-0.068639	0.154108	0.011242	-0.460560	-0.254686	-0.542496	-0.505232	-0.621154	-0.423229	-0.326038	0.123609	-0.456537	-0.102322	0.296077	0.483989	0.584125	0.510920	0.549576	0.038453	-0.099261	-0.162945	0.185304	0.419632	0.537492	0.049404	-0.026027	0.323282	-0.182227	0.428145	0.459164	0.200238	-0.114684	-0.107525	0.398605	-0.531106	0.493167	0.291494	0.479829	0.064501	0.154180	0.556080	-0.109426	-0.014253	-0.004482	0.018403	0.132110	-0.201644	-0.268072	0.222297	0.297701	0.456019	-0.182286	-0.155366	0.225836	0.589822	-0.411681	0.140947	-0.606976	-0.425665	-0.205987
Female_KC_KC_M5	-0.712930	0.447572	-0.755747	0.613653	-0.789308	0.636254	-0.795742	-0.359997	0.087290	-0.272248	-0.142125	-0.520975	0.745787	-0.868140	0.801962	0.613607	-0.679316	1.000000	0.188923	-0.198198	-0.169851	-0.182689	-0.200377	-0.714242	-0.092339	-0.163171	0.114827	-0.260471	0.032518	0.138726	0.107810	-0.085253	0.604932	-0.509662	-0.571710	0.687998	0.144779	0.122669	0.138494	0.170689	0.072570	0.095388	-0.148035	-0.351339	-0.005913	-0.263814	-0.104776	0.153467	-0.728161	0.190458	0.083998	-0.105694	0.238341	0.249863	0.190844	0.115914	0.095263	-0.107139	-0.085514	0.005785	-0.765539	-0.005126	0.263427	-0.564939	-0.011446	-0.658739	-0.067808	0.008044	-0.063323	-0.550193	0.098623	0.146512	-0.047883	0.301092	0.135291	-0.155468	-0.817091	0.410051	-0.020508	-0.298817	0.007317	0.226120	0.119102	0.237418	0.269697	0.429856	0.185929	0.224116	-0.167853	0.328293	0.082785	0.075314	-0.718840	-0.635228	-0.551359	-0.723783	0.153796	0.126846	0.007763	0.018310	-0.406715	-0.699068	-0.091929	0.130009	-0.429442	0.052772	-0.689862	-0.450113	-0.102947	0.207286	-0.022838	-0.460907	0.250300	-0.712235	-0.420930	-0.485374	-0.024375	-0.154333	-0.674105	0.255464	0.125771	-0.062318	-0.054148	-0.230791	0.121927	-0.013078	-0.361147	-0.150524	-0.620570	0.118230	0.174504	0.199461	-0.781902	0.232461	0.049143	0.356723	0.130998	0.106827
Female_KC_KC_M6	0.099856	0.601417	-0.312526	-0.098908	-0.083315	0.668044	0.122019	-0.151138	0.396760	-0.051499	0.206516	0.024459	-0.093582	-0.113026	0.433439	-0.408346	0.237943	0.188923	1.000000	-0.456731	0.619591	0.381275	0.574624	0.036575	0.066762	-0.030538	0.509455	0.384262	0.283123	0.158512	-0.075995	0.156556	-0.250616	0.410294	-0.289669	0.465217	0.291361	-0.194095	-0.142677	0.506393	0.487669	0.145605	0.540316	0.367414	0.660757	0.067067	-0.213988	0.399462	-0.226097	0.466134	-0.109883	0.264291	-0.270831	-0.270888	0.203634	0.318471	0.096647	-0.268173	0.041076	0.061518	-0.498630	-0.022922	-0.290065	-0.104757	-0.103419	-0.107836	0.100566	0.133626	-0.285060	-0.215626	0.122777	-0.057943	-0.124177	-0.303294	-0.090563	-0.102251	-0.312020	-0.020780	0.112430	0.052076	0.343865	-0.294363	-0.085234	-0.473695	-0.394762	-0.186305	-0.367486	-0.164445	0.017476	-0.281068	0.093648	0.198523	-0.141888	-0.545950	-0.542821	-0.458396	-0.010855	0.157937	0.083973	0.013752	-0.181334	-0.306318	-0.076130	-0.112362	-0.256351	-0.056388	-0.361310	-0.140711	-0.122327	0.027710	-0.021955	-0.166472	-0.232405	-0.133901	-0.135992	-0.111965	0.022356	-0.019432	-0.472180	0.332804	0.486646	0.267981	0.047173	-0.213443	0.008814	-0.003688	-0.185815	-0.270652	-0.155634	-0.060996	-0.023495	0.145635	-0.318961	-0.289815	0.138772	-0.435288	-0.161452	-0.186721
Female_LC_LC_M1	0.059908	-0.165804	0.200900	-0.020123	0.127065	-0.312727	0.022189	0.238036	-0.051538	0.234475	0.065962	0.019214	0.177807	0.161075	-0.246985	0.253618	-0.072367	-0.198198	-0.456731	1.000000	-0.214456	-0.095287	-0.112422	0.093645	-0.220626	0.294785	-0.160217	-0.230652	-0.022082	-0.147810	-0.031856	-0.198696	0.036600	0.000356	0.272087	-0.320664	-0.307317	-0.037365	0.070082	-0.134037	-0.126450	-0.040114	-0.145792	-0.082103	-0.308217	-0.016664	0.064764	-0.076547	0.165570	-0.138845	0.007941	-0.035695	-0.042501	-0.045270	-0.245572	-0.161966	-0.212377	0.127544	0.055838	-0.188531	0.492136	0.108838	-0.042092	0.058481	-0.016386	0.246104	-0.206426	-0.209708	-0.075331	0.121525	-0.152626	-0.015161	-0.039716	-0.041971	0.067355	0.109314	0.242210	0.174586	0.047553	-0.090836	-0.072882	-0.028970	-0.184706	0.308687	0.204557	0.199264	0.014691	-0.023238	0.167897	-0.064252	-0.296135	-0.142384	0.246314	0.466590	0.254917	0.514460	0.062204	-0.217977	0.021266	-0.258741	-0.043730	0.325269	0.087649	-0.187570	0.181558	-0.312582	0.199981	0.134715	-0.060777	0.127884	-0.244024	0.147688	-0.176918	0.207218	0.386611	0.021553	0.110170	-0.191892	0.373049	-0.159498	-0.261068	-0.092523	0.014718	0.284263	-0.036542	-0.048230	0.159755	0.211731	0.206690	-0.028444	-0.016459	-0.090606	0.169106	-0.184308	-0.176938	0.252360	-0.093492	-0.055289
Female_LC_LC_M2	0.548660	0.098447	0.142328	-0.574296	0.288401	0.384375	0.572050	0.410021	0.508997	0.355533	0.428785	0.501057	-0.264828	0.342063	-0.036946	-0.712393	0.681542	-0.169851	0.619591	-0.214456	1.000000	0.901045	0.872970	0.289416	0.008863	-0.106983	0.285966	0.487354	0.182522	0.025145	-0.251999	0.414408	-0.591943	0.635821	0.248771	0.179139	0.155446	-0.328324	-0.051773	0.252698	0.492678	-0.040755	0.337009	0.514104	0.548657	0.237021	-0.070319	0.234062	0.079716	0.401552	0.007364	0.282923	-0.312828	-0.472229	-0.047458	0.141063	0.098993	-0.154034	0.112114	-0.241298	0.097342	0.278305	-0.615401	0.342401	-0.140580	0.123631	-0.198889	-0.221807	-0.444108	0.220157	-0.229104	-0.185959	0.160825	-0.534027	-0.347287	-0.197138	0.156638	0.016243	-0.012880	0.034453	0.101860	-0.558915	-0.316032	-0.702714	-0.488956	-0.549461	-0.536431	-0.350637	-0.045631	-0.486698	-0.157901	0.236991	0.153465	0.035122	-0.047694	0.017082	0.024769	0.091492	0.007738	0.082564	0.222416	0.059353	-0.116030	-0.130770	-0.013278	-0.368439	0.113293	0.244019	0.012949	-0.072650	-0.260547	0.137710	-0.587925	0.193336	-0.068109	0.313657	0.040190	-0.098913	-0.005291	0.232277	0.191146	0.034914	-0.003895	-0.148999	-0.308316	-0.342677	0.047843	0.034882	0.163341	-0.225242	-0.080073	0.268813	0.151331	-0.588284	0.265308	-0.516771	-0.499885	-0.392769
Female_LC_LC_M3	0.540448	-0.146234	0.213444	-0.609230	0.293659	0.276005	0.557544	0.465014	0.406030	0.396760	0.417416	0.553370	-0.198221	0.379132	-0.155877	-0.666342	0.695719	-0.182689	0.381275	-0.095287	0.901045	1.000000	0.710229	0.271652	-0.034365	-0.197891	0.080072	0.504324	0.098006	-0.046557	-0.169915	0.409862	-0.533316	0.544644	0.375372	0.179228	0.082966	-0.307489	-0.004403	0.023391	0.392622	-0.101520	0.152003	0.449486	0.429661	0.245191	-0.001724	0.127279	0.106572	0.371004	0.063340	0.206591	-0.251768	-0.416529	-0.183756	-0.058397	0.160790	-0.078658	0.089813	-0.341611	0.293063	0.293025	-0.579811	0.333706	-0.158579	0.165426	-0.290478	-0.337698	-0.342255	0.233590	-0.345512	-0.252012	0.122956	-0.462714	-0.286945	-0.118635	0.223027	-0.017109	0.016534	-0.035581	-0.015520	-0.496556	-0.329530	-0.592667	-0.385024	-0.577157	-0.466973	-0.348714	-0.044456	-0.400249	-0.243479	0.218987	0.207672	0.244398	0.253379	0.288783	-0.008832	-0.041896	-0.181654	0.118037	0.310512	0.147514	-0.158947	-0.098952	0.068480	-0.435916	0.172955	0.228698	-0.002530	-0.093503	-0.333490	0.131590	-0.590955	0.268455	0.018790	0.274356	0.074023	-0.059116	0.201562	0.139225	0.000918	-0.123294	0.067529	-0.166707	-0.303258	-0.428643	0.107120	0.107382	0.220242	-0.298646	-0.133355	0.270757	0.196603	-0.552543	0.265153	-0.373691	-0.550016	-0.389034
Female_LC_LC_M4	0.540806	0.209288	0.175236	-0.498522	0.288347	0.321954	0.555717	0.460478	0.610071	0.375453	0.390363	0.440286	-0.227553	0.356831	-0.042335	-0.621971	0.615067	-0.200377	0.574624	-0.112422	0.872970	0.710229	1.000000	0.364875	0.026688	0.060503	0.340513	0.373524	0.230066	0.046188	-0.253958	0.401437	-0.489091	0.617352	0.160004	0.044555	0.093412	-0.227632	0.041980	0.300839	0.405167	-0.097581	0.338452	0.440913	0.439928	0.293427	0.015226	0.193664	0.174849	0.259656	0.060976	0.211058	-0.217964	-0.371710	0.021651	0.196245	0.022319	-0.045804	0.176200	-0.093789	0.129581	0.252504	-0.596521	0.341646	-0.042778	0.131063	-0.115861	-0.175510	-0.420951	0.272655	-0.112576	-0.012068	0.220032	-0.532801	-0.318072	-0.187842	0.160200	0.051612	-0.067376	0.055116	0.101821	-0.499648	-0.418208	-0.536105	-0.462410	-0.452097	-0.477950	-0.311117	0.013327	-0.536293	-0.107685	0.159057	0.141126	0.020322	-0.094654	-0.039263	0.061960	0.163849	0.180861	-0.109091	0.078340	0.161139	-0.004160	-0.093094	0.075681	-0.259244	0.148174	0.344597	-0.180104	0.052801	-0.118201	0.216621	-0.538975	0.205727	0.046237	0.362608	0.009226	-0.150427	0.082828	0.299337	0.223812	0.111779	0.010199	-0.115534	-0.232519	-0.233829	0.093695	0.051386	0.134926	-0.042405	0.021104	0.218681	0.157483	-0.523219	0.202475	-0.502108	-0.369618	-0.290974
Female_MEL_MEL_M1	0.746958	-0.304218	0.676176	-0.529668	0.831464	-0.358042	0.727948	0.586409	0.333752	0.507745	0.349776	0.467143	-0.551568	0.764959	-0.445760	-0.538212	0.609082	-0.714242	0.036575	0.093645	0.289416	0.271652	0.364875	1.000000	-0.011779	0.132457	0.017881	0.321152	0.022072	-0.008107	-0.110065	0.159764	-0.542776	0.549061	0.470933	-0.386802	-0.009512	-0.308491	-0.324782	0.025991	0.184229	0.132709	0.387885	0.589557	0.326506	0.076741	-0.126794	0.169977	0.601564	0.170758	-0.267648	0.318844	-0.344766	-0.343002	-0.167602	0.074572	-0.033361	0.181577	0.223555	0.038023	0.761819	-0.026632	-0.225223	0.469260	-0.343632	0.540470	-0.047734	-0.085259	0.143764	0.330616	-0.018360	-0.033159	0.113648	-0.034404	-0.121118	0.075075	0.649356	-0.325804	0.066764	0.246701	0.018126	-0.137493	-0.122369	-0.242674	-0.254786	-0.462809	0.047008	0.056043	0.068003	-0.073095	0.109217	-0.051025	0.624216	0.564458	0.550879	0.777936	-0.066464	-0.029866	0.007675	-0.082220	0.368472	0.605011	-0.257706	-0.362816	0.354976	-0.198591	0.573058	0.226470	-0.162999	-0.206732	-0.132562	0.580809	-0.230993	0.722257	0.531789	0.382411	-0.250848	0.021064	0.606029	-0.146387	0.074143	0.079934	0.161215	0.046126	-0.176621	0.123482	0.156424	-0.043448	0.497137	-0.053372	-0.032576	-0.202364	0.540868	-0.170765	0.066687	-0.261018	-0.065410	-0.183523
Female_Mac-DC_Mac-DC_M1	-0.108881	0.132903	-0.093644	0.154977	-0.093202	-0.114596	0.104351	-0.195217	-0.050439	-0.074308	0.010048	0.030812	-0.207869	0.098258	-0.158034	-0.170064	0.129134	-0.092339	0.066762	-0.220626	0.008863	-0.034365	0.026688	-0.011779	1.000000	-0.012056	0.137711	0.048735	0.232437	0.169396	0.314395	0.224246	0.103571	0.054921	-0.090023	-0.104625	0.109024	0.428152	0.286821	-0.136348	-0.353221	-0.305418	0.004343	-0.281487	-0.062826	0.344785	0.391243	-0.351657	0.283088	-0.334379	0.344005	-0.321660	0.599068	0.359751	0.329417	-0.062735	0.203032	0.021577	0.201927	0.551385	-0.051837	-0.247126	-0.152061	-0.048126	0.426411	0.103346	0.537508	0.380711	-0.040376	0.016512	0.399885	0.297588	-0.099947	0.045301	0.039338	0.016941	0.082445	-0.440653	0.006373	0.393525	0.252622	-0.205929	0.096474	-0.285612	-0.354324	-0.312901	0.006671	-0.034657	0.139418	0.077469	0.127864	0.077956	0.043972	-0.169684	0.146545	-0.081944	0.136894	0.076754	-0.011894	-0.011240	-0.112346	0.015219	0.354843	0.389242	-0.126685	0.559334	0.062307	0.018547	0.171364	0.157765	0.517707	0.149546	0.069730	0.018993	-0.102542	-0.006552	0.203945	-0.006127	0.189328	0.259107	0.223588	0.331255	0.030037	0.109752	0.150241	0.482819	0.026457	-0.145517	0.179000	0.292110	0.227011	-0.172781	-0.013058	0.010597	-0.150085	-0.175161	0.297339	0.390977
Female_Mac-DC_Mac-DC_M2	0.080220	0.285828	0.082686	0.073231	0.141885	-0.185376	0.117128	0.053899	0.054387	0.081062	0.063701	0.028037	0.073476	0.096661	-0.070714	0.201161	-0.077108	-0.163171	-0.030538	0.294785	-0.106983	-0.197891	0.060503	0.132457	-0.012056	1.000000	0.290717	-0.062764	0.315861	0.178227	-0.111498	-0.027128	0.090437	-0.000915	0.121508	-0.200705	-0.099611	-0.168573	-0.198069	0.365137	0.105961	0.302836	0.322423	0.131405	0.033570	-0.113963	-0.197676	0.228584	0.095373	0.164097	-0.157524	0.254404	-0.068623	-0.043980	0.024289	0.228344	-0.219024	0.093678	0.109403	0.046497	-0.014756	-0.113388	0.150433	0.209195	-0.113978	-0.022366	-0.014328	-0.075194	-0.084668	0.283138	-0.087118	0.010573	0.419186	0.078956	0.115223	-0.028161	0.169580	-0.074524	-0.035142	-0.000792	0.153890	0.122905	0.051419	0.249676	0.179796	0.061339	0.150865	0.093994	-0.139720	0.035058	0.264031	-0.137377	0.023544	-0.112171	-0.170174	-0.076638	-0.101368	-0.039453	0.173496	-0.117952	0.013536	0.196488	0.013105	-0.287878	0.551780	-0.184250	0.237643	0.268657	-0.223692	0.165999	-0.180130	0.109420	0.175469	0.010564	0.001350	0.258941	-0.140801	-0.039148	0.203414	-0.028418	0.022373	-0.089420	-0.228094	-0.333588	0.120498	0.167414	0.595007	-0.014053	0.057819	0.004873	-0.094149	-0.257266	0.239132	0.089324	-0.111384	0.184471	-0.008680	-0.138055
