Gene_a	Celltype_a	Gene_b	Celltype_b
HFC	SLC1A6	HFC	GRIA4	
HFC	SLC1A6	LC	GRM7	
HFC	SLC1A6	LEC	GRIA1	
HFC	SLC1A6	MEC	GRIA2	
HFC	SLC1A6	MEL	GRIK1	
HFC	SLC1A6	MEL	GRIK2	
HFC	SLC1A6	SGC	GRIA2	
HFC	SLC1A6	SGC	GRIA4	
HFC	SLC1A6	SGC	GRIK2	
HFC	SLC1A6	Schwann	GRIA3	
HFC	SLC1A6	Schwann	GRIK2	
HFC	SLC1A6	Schwann	GRIK3	
HFC	SLIT2	FB	ROBO1	
HFC	SLIT2	FB	ROBO2	
HFC	SLIT2	KC	ROBO1	
HFC	SOSTDC1	FB	LRP5	
HFC	SOSTDC1	FB	LRP6	
HFC	SOSTDC1	HFC	LRP5	
HFC	SOSTDC1	HFC	LRP6	
HFC	SOSTDC1	KC	LRP5	
HFC	SOSTDC1	KC	LRP6	
HFC	SOSTDC1	Channel	LRP5	
HFC	SOSTDC1	Channel	LRP6	
HFC	SOSTDC1	LEC	LRP5	
HFC	SOSTDC1	LEC	LRP6	
HFC	SOSTDC1	MEC	LRP5	
HFC	SOSTDC1	MEC	LRP6	
HFC	SOSTDC1	MEL	LRP6	
HFC	SOSTDC1	Pc	LRP6	
HFC	SOSTDC1	SGC	LRP5	
HFC	SOSTDC1	SGC	LRP6	
HFC	SOSTDC1	Schwann	LRP6	
HFC	SOSTDC1	Sebocyte	LRP5	
HFC	SOSTDC1	Sebocyte	LRP6	
HFC	SOSTDC1	VEC	LRP5	
HFC	SOSTDC1	VEC	LRP6	
HFC	SRD5A1	FB	AR	
HFC	SRD5A1	Pc	AR	
HFC	SRD5A1	SGC	AR	
HFC	SRD5A1	Sebocyte	AR	
HFC	SULT1E1	FB	PPARA	
HFC	SULT1E1	FB	PPARD	
HFC	SULT1E1	FB	PPARG	
HFC	SULT1E1	HFC	PPARA	
HFC	SULT1E1	HFC	PPARD	
HFC	SULT1E1	KC	PPARA	
HFC	SULT1E1	KC	PPARD	
HFC	SULT1E1	Channel	PPARA	
HFC	SULT1E1	Channel	PPARD	
HFC	SULT1E1	LC	PPARD	
HFC	SULT1E1	LEC	PPARA	
HFC	SULT1E1	LEC	PPARD	
HFC	SULT1E1	LEC	PPARG	
HFC	SULT1E1	Lymphocyte	PPARD	
HFC	SULT1E1	Lymphocyte	PPARG	
HFC	SULT1E1	MEC	PPARA	
HFC	SULT1E1	MEC	PPARD	
HFC	SULT1E1	MEL	PPARA	
HFC	SULT1E1	MEL	PPARD	
HFC	SULT1E1	Mac	PPARA	
HFC	SULT1E1	Mac	PPARD	
HFC	SULT1E1	Mac	PPARG	
HFC	SULT1E1	Mast	PPARD	
HFC	SULT1E1	Pc	PPARA	
HFC	SULT1E1	Pc	PPARD	
HFC	SULT1E1	Pc	PPARG	
HFC	SULT1E1	SGC	PPARA	
HFC	SULT1E1	SGC	PPARD	
HFC	SULT1E1	SGC	PPARG	
HFC	SULT1E1	Schwann	PPARA	
HFC	SULT1E1	Schwann	PPARD	
HFC	SULT1E1	Sebocyte	PPARA	
HFC	SULT1E1	Sebocyte	PPARD	
HFC	SULT1E1	Sebocyte	PPARG	
HFC	SULT1E1	VEC	PPARA	
HFC	SULT1E1	VEC	PPARD	
HFC	SULT1E1	VEC	PPARG	
HFC	TENM2	FB	ADGRL1	
HFC	TENM2	FB	ADGRL2	
HFC	TENM2	FB	ADGRL3	
HFC	TENM2	HFC	ADGRL1	
HFC	TENM2	HFC	ADGRL2	
HFC	TENM2	HFC	ADGRL3	
HFC	TENM2	KC	ADGRL1	
HFC	TENM2	KC	ADGRL2	
HFC	TENM2	KC	ADGRL3	
HFC	TENM2	Channel	ADGRL1	
HFC	TENM2	Channel	ADGRL2	
HFC	TENM2	Channel	ADGRL3	
HFC	TENM2	LC	ADGRL3	
HFC	TENM2	LEC	ADGRL1	
HFC	TENM2	MEC	ADGRL1	
HFC	TENM2	MEC	ADGRL2	
HFC	TENM2	Pc	ADGRL2	
HFC	TENM2	Pc	ADGRL3	
HFC	TENM2	SGC	ADGRL1	
HFC	TENM2	SGC	ADGRL2	
HFC	TENM2	SGC	ADGRL3	
HFC	TENM2	Schwann	ADGRL3	
HFC	TENM2	Sebocyte	ADGRL1	
HFC	TENM2	Sebocyte	ADGRL2	
HFC	TENM2	Sebocyte	ADGRL3	
HFC	TENM2	VEC	ADGRL1	
HFC	TENM2	VEC	ADGRL2	
HFC	TENM3	FB	ADGRL1	
HFC	TENM3	FB	ADGRL2	
HFC	TENM3	FB	ADGRL3	
HFC	TENM3	HFC	ADGRL1	
HFC	TENM3	HFC	ADGRL2	
HFC	TENM3	HFC	ADGRL3	
HFC	TENM3	KC	ADGRL1	
HFC	TENM3	KC	ADGRL3	
HFC	TENM3	Channel	ADGRL1	
HFC	TENM3	LEC	ADGRL1	
HFC	TENM3	MEC	ADGRL1	
HFC	TENM3	MEC	ADGRL2	
HFC	TENM3	Pc	ADGRL2	
HFC	TENM3	Pc	ADGRL3	
HFC	TENM3	SGC	ADGRL1	
HFC	TENM3	SGC	ADGRL2	
HFC	TENM3	Schwann	ADGRL3	
HFC	TENM3	Sebocyte	ADGRL1	
HFC	TENM3	Sebocyte	ADGRL2	
HFC	TENM3	Sebocyte	ADGRL3	
HFC	TENM3	VEC	ADGRL1	
HFC	TENM3	VEC	ADGRL2	
HFC	TENM4	FB	ADGRL1	
HFC	TENM4	FB	ADGRL2	
HFC	TENM4	FB	ADGRL3	
HFC	TENM4	HFC	ADGRL1	
HFC	TENM4	HFC	ADGRL2	
HFC	TENM4	HFC	ADGRL3	
HFC	TENM4	KC	ADGRL1	
HFC	TENM4	KC	ADGRL2	
HFC	TENM4	KC	ADGRL3	
HFC	TENM4	Channel	ADGRL1	
HFC	TENM4	Channel	ADGRL2	
HFC	TENM4	Channel	ADGRL3	
HFC	TENM4	LC	ADGRL3	
HFC	TENM4	LEC	ADGRL1	
HFC	TENM4	MEC	ADGRL1	
HFC	TENM4	MEC	ADGRL2	
HFC	TENM4	Pc	ADGRL2	
HFC	TENM4	Pc	ADGRL3	
HFC	TENM4	SGC	ADGRL1	
HFC	TENM4	SGC	ADGRL2	
HFC	TENM4	SGC	ADGRL3	
HFC	TENM4	Schwann	ADGRL3	
HFC	TENM4	Sebocyte	ADGRL1	
HFC	TENM4	Sebocyte	ADGRL2	
HFC	TENM4	Sebocyte	ADGRL3	
HFC	TENM4	VEC	ADGRL1	
HFC	TENM4	VEC	ADGRL2	
HFC	TGFB1	FB	ACVR1	
HFC	TGFB1	FB	TGFBR1	
HFC	TGFB1	FB	TGFBR2	
HFC	TGFB1	FB	TGFBR3	
HFC	TGFB1	Channel	ITGAV	
HFC	TGFB1	Channel	ITGB6	
HFC	TGFB1	LEC	TGFBR3	
HFC	TGFB1	Lymphocyte	TGFBR3	
HFC	TGFB1	MEC	TGFBR3	
HFC	TGFB1	Mac	TGFBR1	
HFC	TGFB1	Mac	TGFBR2	
HFC	TGFB1	SGC	ITGAV	
HFC	TGFB1	SGC	ITGB6	
HFC	TGFB1	SGC	TGFBR3	
HFC	TGFB1	Sebocyte	TGFBR3	
HFC	TGFB1	VEC	TGFBR3	
HFC	TGFB2	FB	ACVR1	
HFC	TGFB2	FB	TGFBR1	
HFC	TGFB2	FB	TGFBR2	
HFC	TGFB2	FB	TGFBR3	
HFC	TGFB2	HFC	ACVR1	
HFC	TGFB2	HFC	TGFBR1	
HFC	TGFB2	HFC	TGFBR2	
HFC	TGFB2	KC	ACVR1	
HFC	TGFB2	KC	TGFBR1	
HFC	TGFB2	KC	TGFBR2	
HFC	TGFB2	LC	ACVR1	
HFC	TGFB2	LC	TGFBR1	
HFC	TGFB2	LC	TGFBR2	
HFC	TGFB2	LEC	ACVR1	
HFC	TGFB2	LEC	TGFBR1	
HFC	TGFB2	LEC	TGFBR2	
HFC	TGFB2	LEC	TGFBR3	
HFC	TGFB2	Lymphocyte	TGFBR1	
HFC	TGFB2	Lymphocyte	TGFBR2	
HFC	TGFB2	Lymphocyte	TGFBR3	
HFC	TGFB2	MEC	ACVR1	
HFC	TGFB2	MEC	TGFBR1	
HFC	TGFB2	MEC	TGFBR2	
HFC	TGFB2	MEC	TGFBR3	
HFC	TGFB2	MEL	ACVR1	
HFC	TGFB2	MEL	TGFBR1	
HFC	TGFB2	MEL	TGFBR2	
HFC	TGFB2	Mac	ACVR1	
HFC	TGFB2	Mac	TGFBR1	
HFC	TGFB2	Mac	TGFBR2	
HFC	TGFB2	Mast	TGFBR1	
HFC	TGFB2	Mast	TGFBR2	
HFC	TGFB2	Pc	ACVR1	
HFC	TGFB2	Pc	TGFBR1	
HFC	TGFB2	Pc	TGFBR2	
HFC	TGFB2	Pc	TGFBR3	
HFC	TGFB2	SGC	ACVR1	
HFC	TGFB2	SGC	TGFBR2	
HFC	TGFB2	SGC	TGFBR3	
HFC	TGFB2	Schwann	ACVR1	
HFC	TGFB2	Schwann	TGFBR1	
HFC	TGFB2	Schwann	TGFBR2	
HFC	TGFB2	Schwann	TGFBR3	
HFC	TGFB2	Sebocyte	ACVR1	
HFC	TGFB2	Sebocyte	TGFBR2	
HFC	TGFB2	Sebocyte	TGFBR3	
HFC	TGFB2	VEC	ACVR1	
HFC	TGFB2	VEC	TGFBR1	
HFC	TGFB2	VEC	TGFBR2	
HFC	TGFB2	VEC	TGFBR3	
HFC	THBS1	LEC	CD36	
HFC	THBS1	MEC	ITGA3	
HFC	THBS1	MEC	ITGB1	
HFC	THBS1	Mac	CD36	
HFC	THBS1	Mast	ITGAV	
HFC	THBS1	Mast	ITGB3	
HFC	THBS1	Pc	CD36	
HFC	THBS1	VEC	CD36	
HFC	THBS1	VEC	ITGA3	
HFC	THBS1	VEC	ITGAV	
HFC	THBS1	VEC	ITGB1	
HFC	THBS1	VEC	ITGB3	
HFC	THBS2	LEC	CD36	
HFC	THBS2	Mac	CD36	
HFC	THBS2	Pc	CD36	
HFC	THBS2	VEC	CD36	
HFC	TNC	FB	ITGA8	
HFC	TNC	FB	ITGA9	
HFC	TNC	FB	ITGB1	
HFC	TNC	HFC	ITGA4	
HFC	TNC	HFC	ITGAV	
HFC	TNC	HFC	ITGB1	
HFC	TNC	HFC	ITGB6	
HFC	TNC	Channel	ITGA9	
HFC	TNC	Channel	ITGAV	
HFC	TNC	Channel	ITGB1	
HFC	TNC	Channel	ITGB6	
HFC	TNC	LC	ITGA4	
HFC	TNC	LC	ITGA9	
HFC	TNC	LC	ITGB1	
HFC	TNC	LEC	ITGA9	
HFC	TNC	LEC	ITGB1	
HFC	TNC	Lymphocyte	ITGA4	
HFC	TNC	Lymphocyte	ITGB1	
HFC	TNC	MEC	ITGA8	
HFC	TNC	MEC	ITGA9	
HFC	TNC	MEC	ITGB1	
HFC	TNC	Mac	ITGA4	
HFC	TNC	Mac	ITGA9	
HFC	TNC	Mac	ITGB1	
HFC	TNC	Mast	ITGA4	
HFC	TNC	Mast	ITGA9	
HFC	TNC	Mast	ITGAV	
HFC	TNC	Mast	ITGB1	
HFC	TNC	Mast	ITGB3	
HFC	TNC	Pc	ITGA8	
HFC	TNC	Pc	ITGB1	
HFC	TNC	SGC	ITGA9	
HFC	TNC	SGC	ITGAV	
HFC	TNC	SGC	ITGB1	
HFC	TNC	SGC	ITGB6	
HFC	TNC	Sebocyte	ITGA8	
HFC	TNC	Sebocyte	ITGAV	
HFC	TNC	Sebocyte	ITGB1	
HFC	TNC	Sebocyte	ITGB6	
HFC	TNC	VEC	ITGA9	
HFC	TNC	VEC	ITGAV	
HFC	TNC	VEC	ITGB1	
HFC	TNC	VEC	ITGB3	
HFC	TNF	FB	TNFRSF1A	
HFC	TNF	KC	TNFRSF1A	
HFC	TNF	LC	TNFRSF1B	
HFC	TNF	Lymphocyte	TNFRSF1B	
HFC	TNF	Mac	TNFRSF1B	
HFC	TNF	Pc	TNFRSF1A	
HFC	TNF	VEC	TNFRSF1A	
HFC	TNF	VEC	TNFRSF1B	
HFC	TNFSF10	FB	TNFRSF10B	
HFC	TNFSF10	FB	TNFRSF10D	
HFC	TNFSF10	FB	TNFRSF11B	
HFC	TNFSF10	KC	TNFRSF10A	
HFC	TNFSF10	KC	TNFRSF10B	
HFC	TNFSF10	Channel	TNFRSF10A	
HFC	TNFSF10	Channel	TNFRSF10B	
HFC	TNFSF10	LC	TNFRSF10B	
HFC	TNFSF10	LEC	TNFRSF10B	
HFC	TNFSF10	LEC	TNFRSF10D	
HFC	TNFSF10	Lymphocyte	TNFRSF10B	
HFC	TNFSF10	MEC	TNFRSF10D	
HFC	TNFSF10	Mac	TNFRSF10A	
HFC	TNFSF10	Mac	TNFRSF10B	
HFC	TNFSF10	Mac	TNFRSF10D	
HFC	TNFSF10	Pc	TNFRSF10B	
HFC	TNFSF10	Pc	TNFRSF10D	
HFC	TNFSF10	SGC	TNFRSF10A	
HFC	TNFSF10	Sebocyte	TNFRSF10A	
HFC	TNFSF10	Sebocyte	TNFRSF10B	
HFC	TNFSF10	VEC	TNFRSF10A	
HFC	TNFSF10	VEC	TNFRSF10B	
HFC	TNFSF10	VEC	TNFRSF10C	
HFC	TNFSF10	VEC	TNFRSF10D	
HFC	UBASH3B	FB	ESR1	
HFC	UBASH3B	FB	PPARA	
HFC	UBASH3B	HFC	ESR1	
HFC	UBASH3B	HFC	PPARA	
HFC	UBASH3B	Channel	PPARA	
HFC	UBASH3B	Sebocyte	PPARA	
HFC	VEGFB	FB	NRP1	
HFC	VEGFB	LC	FLT1	
HFC	VEGFB	Mac	NRP1	
HFC	VEGFB	Pc	NRP1	
HFC	VEGFB	Sebocyte	NRP1	
HFC	VEGFB	VEC	FLT1	
HFC	VEGFB	VEC	KDR	
HFC	VEGFB	VEC	NRP1	
HFC	VEGFC	LEC	FLT4	
HFC	VEGFC	LEC	KDR	
HFC	VEGFC	VEC	FLT4	
HFC	VEGFC	VEC	KDR	
HFC	WNT2B	FB	FZD1	
HFC	WNT2B	FB	LRP6	
HFC	WNT2B	FB	SFRP1	
HFC	WNT2B	FB	SFRP2	
HFC	WNT2B	FB	WIF1	
HFC	WNT2B	HFC	FRZB	
HFC	WNT2B	HFC	FZD1	
HFC	WNT2B	HFC	FZD3	
HFC	WNT2B	HFC	FZD6	
HFC	WNT2B	HFC	FZD7	
HFC	WNT2B	HFC	FZD8	
HFC	WNT2B	HFC	LRP5	
HFC	WNT2B	HFC	LRP6	
HFC	WNT2B	HFC	SFRP1	
HFC	WNT2B	HFC	WIF1	
HFC	WNT2B	Channel	FZD10	
HFC	WNT2B	Channel	FZD3	
HFC	WNT2B	Channel	FZD7	
HFC	WNT2B	Channel	LRP6	
HFC	WNT2B	Channel	SFRP1	
HFC	WNT2B	LEC	FZD10	
HFC	WNT2B	LEC	FZD6	
HFC	WNT2B	LEC	LRP5	
HFC	WNT2B	LEC	LRP6	
HFC	WNT2B	MEC	FRZB	
HFC	WNT2B	MEC	FZD1	
HFC	WNT2B	MEC	FZD7	
HFC	WNT2B	MEC	LRP5	
HFC	WNT2B	MEC	LRP6	
HFC	WNT2B	MEC	SFRP1	
HFC	WNT2B	MEL	FRZB	
HFC	WNT2B	MEL	FZD3	
HFC	WNT2B	MEL	LRP6	
HFC	WNT2B	Pc	FRZB	
HFC	WNT2B	Pc	FZD10	
HFC	WNT2B	Pc	LRP6	
HFC	WNT2B	SGC	FRZB	
HFC	WNT2B	SGC	FZD1	
HFC	WNT2B	SGC	LRP5	
HFC	WNT2B	SGC	LRP6	
HFC	WNT2B	SGC	SFRP1	
HFC	WNT2B	Schwann	FZD3	
HFC	WNT2B	Schwann	LRP6	
HFC	WNT2B	Schwann	SFRP1	
HFC	WNT2B	Schwann	SFRP5	
HFC	WNT2B	VEC	FZD4	
HFC	WNT2B	VEC	FZD6	
HFC	WNT2B	VEC	LRP5	
HFC	WNT2B	VEC	LRP6	
HFC	WNT5B	FB	FZD1	
HFC	WNT5B	FB	FZD7	
HFC	WNT5B	FB	LRP5	
HFC	WNT5B	FB	LRP6	
HFC	WNT5B	FB	SFRP1	
HFC	WNT5B	FB	SFRP2	
HFC	WNT5B	HFC	FRZB	
HFC	WNT5B	HFC	FZD1	
HFC	WNT5B	HFC	FZD3	
HFC	WNT5B	HFC	FZD6	
HFC	WNT5B	HFC	FZD7	
HFC	WNT5B	HFC	FZD8	
HFC	WNT5B	HFC	LRP5	
HFC	WNT5B	HFC	LRP6	
HFC	WNT5B	HFC	SFRP1	
HFC	WNT5B	HFC	WIF1	
HFC	WNT5B	KC	FZD10	
HFC	WNT5B	KC	FZD6	
HFC	WNT5B	KC	FZD7	
HFC	WNT5B	KC	LRP5	
HFC	WNT5B	KC	LRP6	
HFC	WNT5B	Channel	FZD1	
HFC	WNT5B	Channel	FZD10	
HFC	WNT5B	Channel	FZD3	
HFC	WNT5B	Channel	FZD6	
HFC	WNT5B	Channel	FZD7	
HFC	WNT5B	Channel	FZD8	
HFC	WNT5B	Channel	LRP5	
HFC	WNT5B	Channel	LRP6	
HFC	WNT5B	Channel	SFRP1	
HFC	WNT5B	LEC	FZD10	
HFC	WNT5B	LEC	FZD4	
HFC	WNT5B	LEC	FZD6	
HFC	WNT5B	LEC	LRP5	
HFC	WNT5B	LEC	LRP6	
HFC	WNT5B	MEC	FZD1	
HFC	WNT5B	MEC	FZD3	
HFC	WNT5B	MEC	FZD6	
HFC	WNT5B	MEC	FZD7	
HFC	WNT5B	MEC	LRP5	
HFC	WNT5B	MEC	LRP6	
HFC	WNT5B	MEC	SFRP1	
HFC	WNT5B	MEL	FRZB	
HFC	WNT5B	MEL	FZD3	
HFC	WNT5B	MEL	LRP6	
HFC	WNT5B	Pc	FRZB	
HFC	WNT5B	SGC	FRZB	
HFC	WNT5B	SGC	FZD1	
HFC	WNT5B	SGC	FZD3	
HFC	WNT5B	SGC	FZD4	
HFC	WNT5B	SGC	FZD5	
HFC	WNT5B	SGC	FZD6	
HFC	WNT5B	SGC	FZD7	
HFC	WNT5B	SGC	LRP5	
HFC	WNT5B	SGC	LRP6	
HFC	WNT5B	SGC	SFRP1	
HFC	WNT5B	Schwann	FZD3	
HFC	WNT5B	Schwann	LRP6	
HFC	WNT5B	Schwann	SFRP1	
HFC	WNT5B	Schwann	SFRP5	
HFC	WNT5B	Sebocyte	FZD4	
HFC	WNT5B	Sebocyte	FZD5	
HFC	WNT5B	Sebocyte	FZD6	
HFC	WNT5B	Sebocyte	LRP5	
HFC	WNT5B	Sebocyte	LRP6	
HFC	WNT5B	VEC	FZD4	
HFC	WNT5B	VEC	FZD6	
HFC	WNT5B	VEC	FZD8	
HFC	WNT5B	VEC	LRP5	
HFC	WNT5B	VEC	LRP6	
HFC	WNT6	FB	FZD1	
HFC	WNT6	FB	FZD10	
HFC	WNT6	FB	FZD7	
HFC	WNT6	FB	LRP5	
HFC	WNT6	FB	LRP6	
HFC	WNT6	FB	SFRP1	
HFC	WNT6	FB	SFRP2	
HFC	WNT6	FB	WIF1	
HFC	WNT6	HFC	FRZB	
HFC	WNT6	HFC	FZD1	
HFC	WNT6	HFC	FZD3	
HFC	WNT6	HFC	FZD6	
HFC	WNT6	HFC	FZD7	
HFC	WNT6	HFC	FZD8	
HFC	WNT6	HFC	LRP5	
HFC	WNT6	HFC	LRP6	
HFC	WNT6	HFC	SFRP1	
HFC	WNT6	HFC	WIF1	
HFC	WNT6	KC	FZD1	
HFC	WNT6	KC	FZD10	
HFC	WNT6	KC	FZD6	
HFC	WNT6	KC	FZD7	
HFC	WNT6	KC	LRP5	
HFC	WNT6	KC	LRP6	
HFC	WNT6	Channel	FZD1	
HFC	WNT6	Channel	FZD10	
HFC	WNT6	Channel	FZD3	
HFC	WNT6	Channel	FZD6	
HFC	WNT6	Channel	FZD7	
HFC	WNT6	Channel	FZD8	
HFC	WNT6	Channel	LRP5	
HFC	WNT6	Channel	LRP6	
HFC	WNT6	Channel	SFRP1	
HFC	WNT6	LEC	FZD10	
HFC	WNT6	LEC	FZD4	
HFC	WNT6	LEC	FZD6	
HFC	WNT6	LEC	LRP5	
HFC	WNT6	LEC	LRP6	
HFC	WNT6	MEC	FRZB	
HFC	WNT6	MEC	FZD1	
HFC	WNT6	MEC	FZD3	
HFC	WNT6	MEC	FZD6	
HFC	WNT6	MEC	FZD7	
HFC	WNT6	MEC	LRP5	
HFC	WNT6	MEC	LRP6	
HFC	WNT6	MEC	SFRP1	
HFC	WNT6	MEL	FRZB	
HFC	WNT6	MEL	FZD3	
HFC	WNT6	MEL	LRP6	
HFC	WNT6	Pc	FRZB	
HFC	WNT6	Pc	FZD10	
HFC	WNT6	Pc	LRP6	
HFC	WNT6	SGC	FRZB	
HFC	WNT6	SGC	FZD1	
HFC	WNT6	SGC	FZD3	
HFC	WNT6	SGC	FZD4	
HFC	WNT6	SGC	FZD5	
HFC	WNT6	SGC	FZD6	
HFC	WNT6	SGC	FZD7	
HFC	WNT6	SGC	LRP5	
HFC	WNT6	SGC	LRP6	
HFC	WNT6	SGC	SFRP1	
HFC	WNT6	Schwann	FZD3	
HFC	WNT6	Schwann	LRP6	
HFC	WNT6	Schwann	SFRP1	
HFC	WNT6	Schwann	SFRP5	
HFC	WNT6	Sebocyte	FZD1	
HFC	WNT6	Sebocyte	FZD3	
HFC	WNT6	Sebocyte	FZD4	
HFC	WNT6	Sebocyte	FZD5	
HFC	WNT6	Sebocyte	FZD6	
HFC	WNT6	Sebocyte	FZD7	
HFC	WNT6	Sebocyte	LRP5	
HFC	WNT6	Sebocyte	LRP6	
HFC	WNT6	VEC	FZD4	
HFC	WNT6	VEC	FZD6	
HFC	WNT6	VEC	FZD8	
HFC	WNT6	VEC	LRP5	
HFC	WNT6	VEC	LRP6	
HFC	WNT7B	FB	FZD1	
HFC	WNT7B	FB	FZD10	
HFC	WNT7B	FB	FZD7	
HFC	WNT7B	FB	LRP5	
HFC	WNT7B	FB	LRP6	
HFC	WNT7B	FB	SFRP1	
HFC	WNT7B	FB	SFRP2	
HFC	WNT7B	FB	WIF1	
HFC	WNT7B	HFC	FRZB	
HFC	WNT7B	HFC	FZD1	
HFC	WNT7B	HFC	FZD3	
HFC	WNT7B	HFC	FZD6	
HFC	WNT7B	HFC	FZD7	
HFC	WNT7B	HFC	FZD8	
HFC	WNT7B	HFC	LRP5	
HFC	WNT7B	HFC	LRP6	
HFC	WNT7B	HFC	SFRP1	
HFC	WNT7B	HFC	WIF1	
HFC	WNT7B	KC	FZD1	
HFC	WNT7B	KC	FZD10	
HFC	WNT7B	KC	FZD6	
HFC	WNT7B	KC	FZD7	
HFC	WNT7B	KC	LRP5	
HFC	WNT7B	KC	LRP6	
HFC	WNT7B	Channel	FZD1	
HFC	WNT7B	Channel	FZD10	
HFC	WNT7B	Channel	FZD3	
HFC	WNT7B	Channel	FZD6	
HFC	WNT7B	Channel	FZD7	
HFC	WNT7B	Channel	FZD8	
HFC	WNT7B	Channel	LRP5	
HFC	WNT7B	Channel	LRP6	
HFC	WNT7B	Channel	SFRP1	
HFC	WNT7B	LEC	FZD10	
HFC	WNT7B	LEC	FZD4	
HFC	WNT7B	LEC	FZD6	
HFC	WNT7B	LEC	LRP5	
HFC	WNT7B	LEC	LRP6	
HFC	WNT7B	MEC	FRZB	
HFC	WNT7B	MEC	FZD1	
HFC	WNT7B	MEC	FZD3	
HFC	WNT7B	MEC	FZD6	
HFC	WNT7B	MEC	FZD7	
HFC	WNT7B	MEC	LRP5	
HFC	WNT7B	MEC	LRP6	
HFC	WNT7B	MEC	SFRP1	
HFC	WNT7B	MEL	FRZB	
HFC	WNT7B	MEL	FZD3	
HFC	WNT7B	MEL	LRP6	
HFC	WNT7B	Pc	FRZB	
HFC	WNT7B	Pc	FZD10	
HFC	WNT7B	Pc	LRP6	
HFC	WNT7B	SGC	FRZB	
HFC	WNT7B	SGC	FZD1	
HFC	WNT7B	SGC	FZD3	
HFC	WNT7B	SGC	FZD4	
HFC	WNT7B	SGC	FZD5	
HFC	WNT7B	SGC	FZD6	
HFC	WNT7B	SGC	FZD7	
HFC	WNT7B	SGC	LRP5	
HFC	WNT7B	SGC	LRP6	
HFC	WNT7B	SGC	SFRP1	
HFC	WNT7B	Schwann	FZD3	
HFC	WNT7B	Schwann	LRP6	
HFC	WNT7B	Schwann	SFRP1	
HFC	WNT7B	Schwann	SFRP5	
HFC	WNT7B	Sebocyte	FZD1	
HFC	WNT7B	Sebocyte	FZD3	
HFC	WNT7B	Sebocyte	FZD4	
HFC	WNT7B	Sebocyte	FZD5	
HFC	WNT7B	Sebocyte	FZD6	
HFC	WNT7B	Sebocyte	FZD7	
HFC	WNT7B	Sebocyte	LRP5	
HFC	WNT7B	Sebocyte	LRP6	
HFC	WNT7B	VEC	FZD4	
HFC	WNT7B	VEC	FZD6	
HFC	WNT7B	VEC	FZD8	
HFC	WNT7B	VEC	LRP5	
HFC	WNT7B	VEC	LRP6	
KC	ADM	LEC	RAMP3	
KC	ADM	VEC	CALCRL	
KC	ADM	VEC	GPER1	
KC	ADM	VEC	RAMP3	
KC	AGRN	FB	PTPRS	
KC	AGRN	HFC	PTPRS	
KC	AGRN	KC	PTPRS	
KC	AGRN	MEC	PTPRS	
KC	AGRN	MEL	PTPRS	
KC	AGRN	Pc	PTPRS	
KC	AGRN	Schwann	PTPRS	
KC	AKR1B1	FB	PTGFR	
KC	AKR1B1	Channel	PTGFR	
KC	AKR1C3	FB	PTGFR	
KC	AKR1C3	Channel	PTGFR	
KC	ALCAM	Lymphocyte	CD6	
KC	ALDH1A1	FB	CRABP2	
KC	ALDH1A1	FB	RARA	
KC	ALDH1A1	FB	RARG	
KC	ALDH1A1	FB	RORB	
KC	ALDH1A1	FB	RXRA	
KC	ALDH1A1	FB	RXRB	
KC	ALDH1A1	HFC	CRABP2	
KC	ALDH1A1	HFC	RARA	
KC	ALDH1A1	HFC	RARG	
KC	ALDH1A1	HFC	RXRA	
KC	ALDH1A1	HFC	RXRB	
KC	ALDH1A1	KC	CRABP2	
KC	ALDH1A1	KC	RARA	
KC	ALDH1A1	KC	RARG	
KC	ALDH1A1	KC	RXRA	
KC	ALDH1A1	KC	RXRB	
KC	ALDH1A1	Channel	CRABP2	
KC	ALDH1A1	Channel	RARA	
KC	ALDH1A1	Channel	RARB	
KC	ALDH1A1	Channel	RARG	
KC	ALDH1A1	Channel	RXRA	
KC	ALDH1A1	Channel	RXRB	
KC	ALDH1A1	MEC	CRABP2	
KC	ALDH1A1	MEC	RARA	
KC	ALDH1A1	MEC	RARB	
KC	ALDH1A1	MEC	RARG	
KC	ALDH1A1	MEC	RXRA	
KC	ALDH1A1	MEC	RXRB	
KC	ALDH1A1	SGC	CRABP2	
KC	ALDH1A1	SGC	RARA	
KC	ALDH1A1	SGC	RARB	
KC	ALDH1A1	SGC	RARG	
KC	ALDH1A1	SGC	RXRA	
KC	ALDH1A1	SGC	RXRB	
KC	ALDH1A1	Schwann	RORB	
KC	ANXA1	LC	FPR1	
KC	ANXA1	LC	FPR3	
KC	ANXA1	Mac	FPR1	
KC	ANXA1	Mac	FPR3	
KC	ANXA1	Mast	FPR3	
KC	APLP2	FB	PLXNA4	
KC	APLP2	LEC	PLXNA4	
KC	APLP2	SGC	PIGR	
KC	APOE	Mac	TREM2	
KC	APOE	Mac	TYROBP	
KC	APP	FB	PLXNA4	
KC	APP	LC	CD74	
KC	APP	Lymphocyte	CD74	
KC	APP	Lymphocyte	SORL1	
KC	APP	Mac	CD74	
KC	APP	Mast	TNFRSF21	
KC	APP	SGC	SORL1	
KC	APP	VEC	CD74	
KC	AREG	FB	EGFR	
KC	AREG	HFC	EGFR	
KC	AREG	KC	EGFR	
KC	AREG	Channel	EGFR	
KC	AREG	MEC	EGFR	
KC	AREG	MEL	EGFR	
