Gene_a	Celltype_a	Gene_b	Celltype_b
Sebocyte	HBEGF	Channel	EGFR	
Sebocyte	HBEGF	MEC	EGFR	
Sebocyte	HBEGF	MEC	ERBB4	
Sebocyte	HBEGF	SGC	ERBB2	
Sebocyte	HBEGF	SGC	ERBB4	
Sebocyte	HBEGF	Sebocyte	EGFR	
Sebocyte	HEBP1	LC	FPR3	
Sebocyte	HEBP1	Mac	FPR3	
Sebocyte	HEBP1	Mast	FPR3	
Sebocyte	HFE	HFC	TFRC	
Sebocyte	HFE	KC	TFRC	
Sebocyte	HFE	Channel	TFRC	
Sebocyte	HFE	LC	TFRC	
Sebocyte	HFE	Lymphocyte	TFRC	
Sebocyte	HFE	MEC	TFRC	
Sebocyte	HFE	Mac	TFRC	
Sebocyte	HFE	Sebocyte	TFRC	
Sebocyte	HLA-F	Mac	LILRB2	
Sebocyte	HSD17B1	FB	ESR1	
Sebocyte	HSD17B1	HFC	ESR1	
Sebocyte	HSD17B1	HFC	ESR2	
Sebocyte	HSD17B1	KC	ESR2	
Sebocyte	HSD17B1	Channel	ESR2	
Sebocyte	HSD17B1	Lymphocyte	ESR2	
Sebocyte	HSD17B1	MEL	ESR1	
Sebocyte	HSD17B1	MEL	ESR2	
Sebocyte	HSD17B1	Mac	ESR1	
Sebocyte	HSD17B1	Mast	ESR2	
Sebocyte	HSD17B1	Pc	ESR1	
Sebocyte	HSD17B1	Schwann	ESR2	
Sebocyte	HSD17B1	Sebocyte	ESR1	
Sebocyte	HSD17B1	VEC	ESR2	
Sebocyte	HSD17B1	VEC	GPER1	
Sebocyte	HSD17B12	FB	AR	
Sebocyte	HSD17B12	KC	AR	
Sebocyte	HSD17B12	Pc	AR	
Sebocyte	HSD17B12	SGC	AR	
Sebocyte	HSD17B12	Sebocyte	AR	
Sebocyte	HSD3B1	FB	PGR	
Sebocyte	HSD3B1	HFC	CATSPER2	
Sebocyte	HSD3B1	HFC	CATSPERB	
Sebocyte	HSD3B1	KC	CATSPER2	
Sebocyte	HSD3B1	KC	CATSPERB	
Sebocyte	HSD3B1	Channel	CATSPER2	
Sebocyte	HSD3B1	Channel	CATSPERB	
Sebocyte	HSD3B1	MEC	CATSPER2	
Sebocyte	HSD3B1	MEC	CATSPERB	
Sebocyte	HSD3B1	MEC	PGR	
Sebocyte	HSD3B1	Pc	PGR	
Sebocyte	HSD3B1	SGC	CATSPER2	
Sebocyte	HSD3B1	SGC	CATSPERB	
Sebocyte	HSD3B1	Sebocyte	CATSPER2	
Sebocyte	HSD3B1	Sebocyte	CATSPERB	
Sebocyte	HSD3B1	Sebocyte	CATSPERD	
Sebocyte	ICAM1	Mac	ITGAX	
Sebocyte	ICAM1	Mac	ITGB2	
Sebocyte	ICAM3	Lymphocyte	ITGAL	
Sebocyte	ICAM3	Lymphocyte	ITGB2	
Sebocyte	ICAM3	Mac	CD209	
Sebocyte	ICAM3	Mac	ITGAD	
Sebocyte	ICAM3	Mac	ITGB2	
Sebocyte	ICOSLG	Lymphocyte	ICOS	
Sebocyte	IL1B	KC	IL1R2	
Sebocyte	IL1B	KC	IL1RAP	
Sebocyte	IL1B	Channel	IL1R1	
Sebocyte	IL1B	Channel	IL1RAP	
Sebocyte	IL1B	LC	IL1R1	
Sebocyte	IL1B	LC	IL1R2	
Sebocyte	IL1B	LC	IL1RAP	
Sebocyte	IL1B	Mac	IL1R1	
Sebocyte	IL1B	Mac	IL1R2	
Sebocyte	IL1B	Mac	IL1RAP	
Sebocyte	IL1RAP	HFC	PTPRF	
Sebocyte	IL1RAP	KC	PTPRF	
Sebocyte	IL1RAP	Channel	PTPRF	
Sebocyte	IL1RAP	MEC	PTPRF	
Sebocyte	IL1RAP	SGC	PTPRF	
Sebocyte	IL1RAP	Schwann	PTPRF	
Sebocyte	IL1RAP	Sebocyte	PTPRF	
Sebocyte	IL1RN	LC	IL1R1	
Sebocyte	IL1RN	LC	IL1R2	
Sebocyte	IL1RN	LC	IL1RAP	
Sebocyte	IL1RN	Mac	IL1R2	
Sebocyte	IL1RN	Mac	IL1RAP	
Sebocyte	IL20	HFC	IL20RA	
Sebocyte	IL20	HFC	IL20RB	
Sebocyte	IL20	KC	IL20RA	
Sebocyte	IL20	KC	IL20RB	
Sebocyte	IL34	LC	CSF1R	
Sebocyte	IL34	Mac	CSF1R	
Sebocyte	IL7	LC	IL2RG	
Sebocyte	IL7	LC	IL7R	
Sebocyte	IL7	Lymphocyte	IL2RG	
Sebocyte	IL7	Lymphocyte	IL7R	
Sebocyte	IL7	Mac	IL2RG	
Sebocyte	IL7	Mac	IL7R	
Sebocyte	ITGAV	FB	ADGRE5	
Sebocyte	ITGAV	LC	ADGRE2	
Sebocyte	ITGAV	LC	ADGRE5	
Sebocyte	ITGAV	LEC	ADGRE5	
Sebocyte	ITGAV	Lymphocyte	ADGRE5	
Sebocyte	ITGAV	MEC	ADGRE5	
Sebocyte	ITGAV	MEL	ADGRE2	
Sebocyte	ITGAV	Mac	ADGRE2	
Sebocyte	ITGAV	Mac	ADGRE5	
Sebocyte	ITGAV	Mast	ADGRE2	
Sebocyte	ITGAV	Mast	ADGRE5	
Sebocyte	ITGAV	Pc	ADGRE5	
Sebocyte	ITGAV	Schwann	ADGRE5	
Sebocyte	ITGB1	FB	ADGRE5	
Sebocyte	ITGB1	LC	ADGRE2	
Sebocyte	ITGB1	LC	ADGRE5	
Sebocyte	ITGB1	LEC	ADGRE5	
Sebocyte	ITGB1	Lymphocyte	ADGRE5	
Sebocyte	ITGB1	MEC	ADGRE5	
Sebocyte	ITGB1	MEL	ADGRE2	
Sebocyte	ITGB1	Mac	ADGRE2	
Sebocyte	ITGB1	Mac	ADGRE5	
Sebocyte	ITGB1	Mast	ADGRE2	
Sebocyte	ITGB1	Mast	ADGRE5	
Sebocyte	ITGB1	Pc	ADGRE5	
Sebocyte	ITGB1	Schwann	ADGRE5	
Sebocyte	JAG1	FB	NOTCH2	
Sebocyte	JAG1	FB	VASN	
Sebocyte	JAG1	Mac	NOTCH2	
Sebocyte	JAG1	Pc	NOTCH3	
Sebocyte	JAG1	Pc	VASN	
Sebocyte	JAG1	SGC	CD46	
Sebocyte	JAG1	Sebocyte	CD46	
Sebocyte	JAG1	VEC	NOTCH4	
Sebocyte	KITLG	MEL	KIT	
Sebocyte	KITLG	Mast	KIT	
Sebocyte	LAMC1	HFC	ITGA2	
Sebocyte	LAMC1	HFC	ITGB1	
Sebocyte	LAMC1	KC	ITGA2	
Sebocyte	LAMC1	KC	ITGB1	
Sebocyte	LAMC1	LEC	ITGA6	
Sebocyte	LAMC1	LEC	ITGB1	
Sebocyte	LAMC1	MEC	ITGA2	
Sebocyte	LAMC1	MEC	ITGA6	
Sebocyte	LAMC1	MEC	ITGB1	
Sebocyte	LAMC1	Pc	ITGA7	
Sebocyte	LAMC1	Pc	ITGB1	
Sebocyte	LAMC1	Schwann	ITGA6	
Sebocyte	LAMC1	Schwann	ITGB1	
Sebocyte	LAMC1	VEC	ITGA6	
Sebocyte	LAMC1	VEC	ITGB1	
Sebocyte	LIPA	FB	RORA	
Sebocyte	LIPA	KC	RORA	
Sebocyte	LIPA	Lymphocyte	RORA	
Sebocyte	LPAR1	FB	ADGRE5	
Sebocyte	LPAR1	LC	ADGRE5	
Sebocyte	LPAR1	Lymphocyte	ADGRE5	
Sebocyte	LPAR1	Mac	ADGRE5	
Sebocyte	LPAR1	Mast	ADGRE5	
Sebocyte	LPAR1	Pc	ADGRE5	
Sebocyte	LPAR2	FB	ADGRE5	
Sebocyte	LPAR2	LC	ADGRE5	
Sebocyte	LPAR2	LEC	ADGRE5	
Sebocyte	LPAR2	Lymphocyte	ADGRE5	
Sebocyte	LPAR2	Mac	ADGRE5	
Sebocyte	LPAR2	Mast	ADGRE5	
Sebocyte	LPAR2	Pc	ADGRE5	
Sebocyte	LPAR2	Schwann	ADGRE5	
Sebocyte	LPAR3	FB	ADGRE5	
Sebocyte	LPAR3	LC	ADGRE5	
Sebocyte	LPAR3	Lymphocyte	ADGRE5	
Sebocyte	LPAR3	Mac	ADGRE5	
Sebocyte	LPAR3	Mast	ADGRE5	
Sebocyte	LPAR3	Pc	ADGRE5	
Sebocyte	LPAR3	Schwann	ADGRE5	
Sebocyte	LRPAP1	HFC	SORT1	
Sebocyte	LRPAP1	Channel	SORT1	
Sebocyte	LRPAP1	LC	SORT1	
Sebocyte	LRPAP1	MEC	SORT1	
Sebocyte	LRPAP1	MEL	SORT1	
Sebocyte	LRPAP1	Mac	SORT1	
Sebocyte	LRPAP1	Mast	SORT1	
Sebocyte	LRPAP1	Pc	SORT1	
Sebocyte	LRPAP1	SGC	SORT1	
Sebocyte	LRPAP1	Schwann	SORT1	
Sebocyte	LRPAP1	Sebocyte	SORT1	
Sebocyte	LRPAP1	VEC	SORT1	
Sebocyte	LTA4H	KC	LTB4R	
Sebocyte	LTA4H	KC	LTB4R2	
Sebocyte	LTC4S	LC	CYSLTR1	
Sebocyte	LTC4S	Lymphocyte	CYSLTR1	
Sebocyte	LTC4S	Lymphocyte	CYSLTR2	
Sebocyte	LTC4S	MEL	CYSLTR2	
Sebocyte	LTC4S	Mac	CYSLTR2	
Sebocyte	LTC4S	Mast	CYSLTR1	
Sebocyte	LTC4S	Pc	CYSLTR2	
Sebocyte	LTC4S	VEC	CYSLTR1	
Sebocyte	MDK	HFC	PTPRZ1	
Sebocyte	MDK	KC	PTPRZ1	
Sebocyte	MDK	Channel	PTPRZ1	
Sebocyte	MDK	MEL	PTPRZ1	
Sebocyte	MDK	Schwann	ALK	
Sebocyte	MDK	Schwann	PTPRZ1	
Sebocyte	MICA	Lymphocyte	HCST	
Sebocyte	MICA	Lymphocyte	KLRK1	
Sebocyte	MPZL1	FB	MPZL1	
Sebocyte	MPZL1	MEC	MPZL1	
Sebocyte	MPZL1	SGC	MPZL1	
Sebocyte	NECTIN1	FB	CADM3	
Sebocyte	NECTIN1	FB	NECTIN3	
Sebocyte	NECTIN1	KC	NECTIN4	
Sebocyte	NECTIN1	LEC	NECTIN3	
Sebocyte	NECTIN1	MEL	NECTIN3	
Sebocyte	NECTIN1	SGC	NECTIN4	
Sebocyte	NECTIN1	Schwann	CADM3	
Sebocyte	NECTIN2	FB	NECTIN3	
Sebocyte	NECTIN2	LEC	NECTIN3	
Sebocyte	NECTIN2	Lymphocyte	TIGIT	
Sebocyte	NECTIN2	MEL	NECTIN3	
Sebocyte	NRG2	HFC	ERBB3	
Sebocyte	NRG2	KC	ERBB3	
Sebocyte	NRG2	Channel	ERBB3	
Sebocyte	NRG2	MEC	ERBB4	
Sebocyte	NRG2	MEL	ERBB3	
Sebocyte	NRG2	Pc	ERBB4	
Sebocyte	NRG2	SGC	ERBB3	
Sebocyte	NRG2	SGC	ERBB4	
Sebocyte	NRG2	Schwann	ERBB3	
Sebocyte	NRG2	Schwann	ERBB4	
Sebocyte	NRG2	Sebocyte	ERBB3	
Sebocyte	NRG4	KC	ERBB4	
Sebocyte	NRG4	MEC	ERBB4	
Sebocyte	NRG4	Pc	ERBB4	
Sebocyte	NRG4	SGC	ERBB4	
Sebocyte	NRG4	Schwann	ERBB4	
Sebocyte	NTF4	FB	NTRK2	
Sebocyte	NTF4	HFC	NTRK2	
Sebocyte	NTF4	MEC	NGFR	
Sebocyte	NTF4	MEC	NTRK2	
Sebocyte	NTF4	Pc	NGFR	
Sebocyte	NTF4	Pc	NTRK2	
Sebocyte	NTF4	SGC	NGFR	
Sebocyte	NTF4	Schwann	NGFR	
Sebocyte	NTN1	FB	DCC	
Sebocyte	NTN1	FB	UNC5B	
Sebocyte	NTN1	LC	UNC5B	
Sebocyte	NTN1	LEC	UNC5A	
Sebocyte	NTN1	LEC	UNC5B	
Sebocyte	NTN1	MEC	UNC5C	
Sebocyte	NTN1	MEL	UNC5C	
Sebocyte	NTN1	Pc	UNC5C	
Sebocyte	NTN1	SGC	UNC5C	
Sebocyte	NTN1	Schwann	UNC5C	
Sebocyte	NTN4	FB	NTRK2	
Sebocyte	NTN4	HFC	NTRK2	
Sebocyte	NTN4	LC	UNC5B	
Sebocyte	NTN4	LEC	UNC5B	
Sebocyte	NTN4	Lymphocyte	NTRK2	
Sebocyte	NTN4	MEC	NTRK2	
Sebocyte	NTN4	MEC	UNC5D	
Sebocyte	NTN4	MEL	NTRK2	
Sebocyte	NTN4	Pc	NTRK2	
Sebocyte	PDGFA	FB	PDGFRA	
Sebocyte	PLAU	Channel	PLAUR	
Sebocyte	PLAU	LC	PLAUR	
Sebocyte	PLAU	Mac	PLAUR	
Sebocyte	PLAU	Mast	PLAUR	
Sebocyte	PODXL2	VEC	SELE	
Sebocyte	PODXL2	VEC	SELP	
Sebocyte	PPIA	FB	BSG	
Sebocyte	PPIA	HFC	BSG	
Sebocyte	PPIA	KC	BSG	
Sebocyte	PPIA	Channel	BSG	
Sebocyte	PPIA	LC	BSG	
Sebocyte	PPIA	LEC	BSG	
Sebocyte	PPIA	Lymphocyte	BSG	
Sebocyte	PPIA	MEC	BSG	
Sebocyte	PPIA	MEL	BSG	
Sebocyte	PPIA	Mac	BSG	
Sebocyte	PPIA	Mast	BSG	
Sebocyte	PPIA	Pc	BSG	
Sebocyte	PPIA	SGC	BSG	
Sebocyte	PPIA	Schwann	BSG	
Sebocyte	PPIA	Sebocyte	BSG	
Sebocyte	PPIA	VEC	BSG	
Sebocyte	PRNP	KC	ADGRG6	
Sebocyte	PRNP	Schwann	ADGRG6	
Sebocyte	PRXL2B	FB	PTGFR	
Sebocyte	PRXL2B	Channel	PTGFR	
Sebocyte	PTGES2	FB	PTGER2	
Sebocyte	PTGES2	FB	PTGER3	
Sebocyte	PTGES2	FB	PTGER4	
Sebocyte	PTGES2	KC	PTGER4	
Sebocyte	PTGES2	LC	PTGER3	
Sebocyte	PTGES2	LC	PTGER4	
Sebocyte	PTGES2	LEC	PTGER4	
Sebocyte	PTGES2	Lymphocyte	PTGER4	
Sebocyte	PTGES2	MEC	PTGER3	
Sebocyte	PTGES2	MEC	PTGER4	
Sebocyte	PTGES2	Mac	PTGER2	
Sebocyte	PTGES2	Mac	PTGER3	
Sebocyte	PTGES2	Mac	PTGER4	
Sebocyte	PTGES2	Mast	PTGER3	
Sebocyte	PTGES2	Mast	PTGER4	
Sebocyte	PTGES2	Pc	PTGER3	
Sebocyte	PTGES2	Pc	PTGER4	
Sebocyte	PTGES2	Sebocyte	PTGER3	
Sebocyte	PTGES2	VEC	PTGER4	
Sebocyte	PTGES3	FB	PTGER3	
Sebocyte	PTGES3	FB	PTGER4	
Sebocyte	PTGES3	LC	PTGER3	
Sebocyte	PTGES3	LC	PTGER4	
Sebocyte	PTGES3	Lymphocyte	PTGER4	
Sebocyte	PTGES3	Mac	PTGER2	
Sebocyte	PTGES3	Mac	PTGER3	
Sebocyte	PTGES3	Mac	PTGER4	
Sebocyte	PTGES3	Mast	PTGER3	
Sebocyte	PTGES3	Mast	PTGER4	
Sebocyte	PTGES3	Pc	PTGER3	
Sebocyte	PTGR1	HFC	LTB4R	
Sebocyte	PTGR1	KC	LTB4R	
Sebocyte	PTGR1	KC	LTB4R2	
Sebocyte	PTGR1	Channel	LTB4R	
Sebocyte	PTGR1	Sebocyte	LTB4R	
Sebocyte	PTPRS	FB	NTRK3	
Sebocyte	PTPRS	MEC	NTRK3	
Sebocyte	PTPRS	Pc	NTRK3	
Sebocyte	PVR	Lymphocyte	CD226	
Sebocyte	PVR	Lymphocyte	CD96	
Sebocyte	PVR	Lymphocyte	TIGIT	
Sebocyte	PVR	Mac	CD226	
Sebocyte	SDC1	FB	ADGRA2	
Sebocyte	SDC1	LEC	ADGRA2	
Sebocyte	SDC1	MEL	ADGRA2	
Sebocyte	SDC1	Pc	ADGRA2	
Sebocyte	SDC1	Schwann	ADGRA2	
Sebocyte	SDC1	VEC	ADGRA2	
Sebocyte	SDC2	FB	ADGRA2	
Sebocyte	SELE	FB	GLG1	
Sebocyte	SEMA3C	FB	NRP2	
Sebocyte	SEMA3C	HFC	NRP2	
Sebocyte	SEMA3C	Channel	NRP2	
Sebocyte	SEMA3C	LC	NRP2	
Sebocyte	SEMA3C	LEC	NRP2	
Sebocyte	SEMA3C	MEL	NRP2	
Sebocyte	SEMA3C	Mac	NRP2	
Sebocyte	SEMA3C	Mast	NRP2	
Sebocyte	SEMA3C	Schwann	NRP2	
Sebocyte	SEMA3C	VEC	NRP2	
Sebocyte	SEMA3E	FB	PLXND1	
Sebocyte	SEMA3E	LC	PLXND1	
Sebocyte	SEMA3E	LEC	PLXND1	
Sebocyte	SEMA3E	MEL	PLXND1	
Sebocyte	SEMA3E	Mac	PLXND1	
Sebocyte	SEMA3E	Pc	PLXND1	
Sebocyte	SEMA3E	Schwann	PLXND1	
Sebocyte	SEMA3E	VEC	PLXND1	
Sebocyte	SEMA3F	FB	NRP2	
Sebocyte	SEMA3F	HFC	NRP2	
Sebocyte	SEMA3F	Channel	NRP2	
Sebocyte	SEMA3F	LC	NRP2	
Sebocyte	SEMA3F	LEC	NRP2	
Sebocyte	SEMA3F	MEL	NRP2	
Sebocyte	SEMA3F	Mac	NRP2	
Sebocyte	SEMA3F	Mast	NRP2	
Sebocyte	SEMA3F	Schwann	NRP2	
Sebocyte	SEMA3F	VEC	NRP2	
Sebocyte	SEMA4A	LEC	PLXND1	
Sebocyte	SEMA4A	Mac	PLXND1	
Sebocyte	SEMA4A	Pc	PLXND1	
Sebocyte	SEMA4A	VEC	PLXND1	
Sebocyte	SEMA4C	Channel	PLXNB2	
Sebocyte	SEMA4C	MEC	PLXNB2	
Sebocyte	SEMA4C	Mac	PLXNB2	
Sebocyte	SEMA4C	SGC	PLXNB2	
Sebocyte	SEMA4D	HFC	PLXNB1	
Sebocyte	SEMA4D	Channel	PLXNB1	
Sebocyte	SEMA4D	Channel	PLXNB2	
Sebocyte	SEMA4D	LC	CD72	
Sebocyte	SEMA4D	LC	PTPRC	
Sebocyte	SEMA4D	Lymphocyte	PTPRC	
Sebocyte	SEMA4D	MEC	PLXNB1	
Sebocyte	SEMA4D	MEC	PLXNB2	
Sebocyte	SEMA4D	MEL	PLXNB1	
Sebocyte	SEMA4D	Mac	CD72	
Sebocyte	SEMA4D	Mac	PLXNB2	
Sebocyte	SEMA4D	Mac	PTPRC	
Sebocyte	SEMA4D	Mast	PTPRC	
Sebocyte	SEMA4D	SGC	PLXNB2	
Sebocyte	SEMA6A	VEC	NRP1	
Sebocyte	SEMA6A	VEC	PLXNA2	
Sebocyte	SLC1A3	FB	GRIA3	
Sebocyte	SLC1A3	FB	GRIA4	
Sebocyte	SLC1A3	FB	GRIK1	
Sebocyte	SLC1A3	FB	GRIK2	
Sebocyte	SLC1A3	HFC	GRIA1	
Sebocyte	SLC1A3	HFC	GRIA4	
Sebocyte	SLC1A3	LC	GRM7	
Sebocyte	SLC1A3	LEC	GRIA1	
Sebocyte	SLC1A3	MEC	GRIA2	
Sebocyte	SLC1A3	MEL	GRIK1	
Sebocyte	SLC1A3	MEL	GRIK2	
Sebocyte	SLC1A3	SGC	GRIA2	
Sebocyte	SLC1A3	SGC	GRIA4	
Sebocyte	SLC1A3	SGC	GRIK2	
Sebocyte	SLC1A3	Schwann	GRIA3	
Sebocyte	SLC1A3	Schwann	GRIK2	
Sebocyte	SLC1A3	Schwann	GRIK3	
Sebocyte	SLIT2	FB	ROBO1	
Sebocyte	SLIT2	FB	ROBO2	
Sebocyte	SLITRK4	FB	PTPRS	
Sebocyte	SLITRK4	HFC	PTPRS	
Sebocyte	SLITRK4	KC	PTPRS	
Sebocyte	SLITRK4	Channel	PTPRS	
Sebocyte	SLITRK4	LEC	PTPRS	
Sebocyte	SLITRK4	MEC	PTPRS	
Sebocyte	SLITRK4	MEL	PTPRS	
Sebocyte	SLITRK4	Mac	OLR1	
Sebocyte	SLITRK4	Mast	PTPRS	
Sebocyte	SLITRK4	Pc	PTPRS	
Sebocyte	SLITRK4	SGC	PTPRS	
Sebocyte	SLITRK4	Schwann	PTPRS	
Sebocyte	SLITRK4	Sebocyte	PTPRS	
Sebocyte	SRD5A1	FB	AR	
Sebocyte	SRD5A1	KC	AR	
Sebocyte	SRD5A1	Pc	AR	
Sebocyte	SRD5A1	SGC	AR	
Sebocyte	SRD5A1	Sebocyte	AR	
Sebocyte	SRD5A3	FB	AR	
Sebocyte	SRD5A3	KC	AR	
Sebocyte	SRD5A3	Pc	AR	
Sebocyte	SRD5A3	SGC	AR	
Sebocyte	SRD5A3	Sebocyte	AR	
Sebocyte	SULT1A1	FB	PPARA	
Sebocyte	SULT1A1	FB	PPARD	
Sebocyte	SULT1A1	FB	PPARG	
Sebocyte	SULT1A1	HFC	PPARA	
Sebocyte	SULT1A1	KC	PPARA	
Sebocyte	SULT1A1	KC	PPARD	
Sebocyte	SULT1A1	Channel	PPARA	
Sebocyte	SULT1A1	Channel	PPARD	
Sebocyte	SULT1A1	LC	PPARD	
Sebocyte	SULT1A1	LEC	PPARG	
Sebocyte	SULT1A1	Lymphocyte	PPARD	
Sebocyte	SULT1A1	Lymphocyte	PPARG	
Sebocyte	SULT1A1	MEC	PPARA	
Sebocyte	SULT1A1	MEC	PPARD	
Sebocyte	SULT1A1	Mac	PPARA	
Sebocyte	SULT1A1	Mac	PPARD	
Sebocyte	SULT1A1	Mac	PPARG	
Sebocyte	SULT1A1	Mast	PPARD	
Sebocyte	SULT1A1	Pc	PPARA	
Sebocyte	SULT1A1	Pc	PPARD	
Sebocyte	SULT1A1	Pc	PPARG	
Sebocyte	SULT1A1	SGC	PPARA	
Sebocyte	SULT1A1	SGC	PPARD	
Sebocyte	SULT1A1	SGC	PPARG	
Sebocyte	SULT1A1	Schwann	PPARA	
Sebocyte	SULT1A1	Schwann	PPARG	
Sebocyte	SULT1A1	Sebocyte	PPARA	
Sebocyte	SULT1A1	Sebocyte	PPARD	
Sebocyte	SULT1A1	Sebocyte	PPARG	
Sebocyte	SULT1A1	VEC	PPARD	
Sebocyte	SULT1A1	VEC	PPARG	
Sebocyte	TENM2	FB	ADGRL2	
Sebocyte	TENM2	HFC	ADGRL3	
Sebocyte	TENM2	MEC	ADGRL2	
Sebocyte	TENM2	Pc	ADGRL2	
Sebocyte	TENM2	Pc	ADGRL3	
Sebocyte	TENM2	Schwann	ADGRL3	
Sebocyte	TENM2	VEC	ADGRL2	
Sebocyte	TENM3	FB	ADGRL1	
Sebocyte	TENM3	FB	ADGRL2	
Sebocyte	TENM3	FB	ADGRL3	
Sebocyte	TENM3	HFC	ADGRL1	
Sebocyte	TENM3	HFC	ADGRL2	
Sebocyte	TENM3	HFC	ADGRL3	
Sebocyte	TENM3	KC	ADGRL1	
Sebocyte	TENM3	KC	ADGRL3	
Sebocyte	TENM3	Channel	ADGRL1	
Sebocyte	TENM3	LEC	ADGRL1	
Sebocyte	TENM3	MEC	ADGRL1	
Sebocyte	TENM3	MEC	ADGRL2	
Sebocyte	TENM3	Pc	ADGRL2	
Sebocyte	TENM3	Pc	ADGRL3	
Sebocyte	TENM3	SGC	ADGRL1	
Sebocyte	TENM3	SGC	ADGRL2	
Sebocyte	TENM3	Schwann	ADGRL3	
Sebocyte	TENM3	Sebocyte	ADGRL1	
Sebocyte	TENM3	Sebocyte	ADGRL2	
Sebocyte	TENM3	Sebocyte	ADGRL3	
Sebocyte	TENM3	VEC	ADGRL1	
Sebocyte	TENM3	VEC	ADGRL2	
Sebocyte	TENM4	FB	ADGRL1	
Sebocyte	TENM4	FB	ADGRL2	
Sebocyte	TENM4	FB	ADGRL3	
Sebocyte	TENM4	HFC	ADGRL1	
Sebocyte	TENM4	HFC	ADGRL2	
Sebocyte	TENM4	HFC	ADGRL3	
Sebocyte	TENM4	KC	ADGRL1	
Sebocyte	TENM4	KC	ADGRL2	
Sebocyte	TENM4	KC	ADGRL3	
Sebocyte	TENM4	Channel	ADGRL1	
Sebocyte	TENM4	Channel	ADGRL2	
Sebocyte	TENM4	Channel	ADGRL3	
Sebocyte	TENM4	LC	ADGRL3	
Sebocyte	TENM4	LEC	ADGRL1	
Sebocyte	TENM4	MEC	ADGRL1	
Sebocyte	TENM4	MEC	ADGRL2	
Sebocyte	TENM4	Pc	ADGRL1	
Sebocyte	TENM4	Pc	ADGRL2	
Sebocyte	TENM4	Pc	ADGRL3	
Sebocyte	TENM4	SGC	ADGRL1	
Sebocyte	TENM4	SGC	ADGRL2	
Sebocyte	TENM4	SGC	ADGRL3	
Sebocyte	TENM4	Schwann	ADGRL2	
Sebocyte	TENM4	Schwann	ADGRL3	
Sebocyte	TENM4	Sebocyte	ADGRL1	
Sebocyte	TENM4	Sebocyte	ADGRL2	
Sebocyte	TENM4	Sebocyte	ADGRL3	
Sebocyte	TENM4	VEC	ADGRL1	
Sebocyte	TENM4	VEC	ADGRL2	
Sebocyte	TF	FB	TFRC	
Sebocyte	TF	HFC	TFRC	
Sebocyte	TF	KC	TFRC	
Sebocyte	TF	Channel	TFRC	
Sebocyte	TF	LC	TFRC	
Sebocyte	TF	LEC	TFRC	
Sebocyte	TF	Lymphocyte	TFRC	
Sebocyte	TF	MEC	TFRC	
Sebocyte	TF	MEL	TFRC	
Sebocyte	TF	Mac	TFRC	
Sebocyte	TF	Mast	TFRC	
Sebocyte	TF	Pc	TFRC	
Sebocyte	TF	SGC	TFRC	
Sebocyte	TF	Schwann	TFRC	
Sebocyte	TF	Sebocyte	TFRC	
Sebocyte	TF	VEC	TFRC	
Sebocyte	TGFA	FB	EGFR	
Sebocyte	TGFA	HFC	EGFR	
Sebocyte	TGFA	KC	EGFR	
Sebocyte	TGFA	Channel	EGFR	
Sebocyte	TGFA	MEC	EGFR	
Sebocyte	TGFA	Sebocyte	EGFR	
Sebocyte	TGFB1	FB	TGFBR3	
Sebocyte	TGFB1	LEC	TGFBR3	
Sebocyte	TGFB1	Lymphocyte	TGFBR3	
Sebocyte	TGFB1	MEC	TGFBR3	
Sebocyte	TGFB1	Sebocyte	TGFBR3	
Sebocyte	TGFB1	VEC	TGFBR3	
Sebocyte	TGFB2	FB	ACVR1	
Sebocyte	TGFB2	FB	TGFBR1	
Sebocyte	TGFB2	FB	TGFBR2	
Sebocyte	TGFB2	FB	TGFBR3	
Sebocyte	TGFB2	LEC	TGFBR3	
Sebocyte	TGFB2	Lymphocyte	TGFBR3	
Sebocyte	TGFB2	MEC	TGFBR3	
Sebocyte	TGFB2	Mac	TGFBR1	
Sebocyte	TGFB2	Mac	TGFBR2	
Sebocyte	TGFB2	Sebocyte	TGFBR3	
Sebocyte	TGFB2	VEC	TGFBR3	
Sebocyte	THBS1	LEC	CD36	
Sebocyte	THBS1	MEC	ITGA3	
Sebocyte	THBS1	MEC	ITGB1	
Sebocyte	THBS1	Pc	CD36	
Sebocyte	THBS2	LEC	CD36	
Sebocyte	TNC	LEC	ITGA9	
Sebocyte	TNC	LEC	ITGB1	
Sebocyte	TNC	Lymphocyte	ITGA4	
Sebocyte	TNC	Lymphocyte	ITGB1	
Sebocyte	TNC	MEC	ITGA9	
Sebocyte	TNC	MEC	ITGB1	
Sebocyte	TNC	VEC	ITGA9	
Sebocyte	TNC	VEC	ITGB1	
Sebocyte	TNFSF10	LEC	TNFRSF10D	
Sebocyte	TNFSF10	Mac	TNFRSF10B	
Sebocyte	TNFSF10	VEC	TNFRSF10B	
Sebocyte	TNFSF10	VEC	TNFRSF10D	
Sebocyte	TNFSF9	LC	TNFRSF9	
Sebocyte	TNFSF9	Lymphocyte	TNFRSF9	
Sebocyte	TNFSF9	Mac	TNFRSF9	
Sebocyte	TNFSF9	Mast	TNFRSF9	
Sebocyte	TSLP	LC	CRLF2	
Sebocyte	TSLP	LC	IL7R	
Sebocyte	TSLP	Mac	CRLF2	
Sebocyte	TSLP	Mac	IL7R	
